run_accession,study_accession,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,instrument,total_spots,total_size,run_total_spots,run_total_bases,run_alias,sra_url_alt,sra_url,experiment_alias,Alias,ENA checklist,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,SRA accession,Sample Name,Title,collection date,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),human gut environmental package,investigation type,project name,sequencing method,ena_fastq_http,ena_fastq_http_1,ena_fastq_http_2,ena_fastq_ftp,ena_fastq_ftp_1,ena_fastq_ftp_2
ERR1995255,ERP022986,ERX2055124,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726321,,Illumina HiSeq 2000,36104475,5451493477,36104475,6476669114,ena-RUN-BGI-01-06-2017-09:23:40:410-45,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995255/ERAS7_Dag180_wHAXPI002169-87.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995255/ERR1995255.1,,ERAS7_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726321,ERS1726321,ERAS7_Dag180,2012-12-18,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995255/ERR1995255_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995255/ERR1995255_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995255/ERR1995255_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995255/ERR1995255_2.fastq.gz
ERR1995254,ERP022986,ERX2055123,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726320,,Illumina HiSeq 2000,35174557,5425682958,35174557,6446227687,ena-RUN-BGI-01-06-2017-09:23:40:410-44,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995254/ERAS7_Dag0_wHAXPI002165-83.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995254/ERR1995254.1,,ERAS7_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726320,ERS1726320,ERAS7_Dag0,2012-06-14,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995254/ERR1995254_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995254/ERR1995254_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995254/ERR1995254_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995254/ERR1995254_2.fastq.gz
ERR1995253,ERP022986,ERX2055122,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726319,,Illumina HiSeq 2000,31056188,4578347598,31056188,5827174386,ena-RUN-BGI-01-06-2017-09:23:40:410-43,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995253/ERAS6_Dag8opt_wHAXPI002162-79.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995253/ERR1995253.1,,ERAS6_Dag8opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726319,ERS1726319,ERAS6_Dag8opt,2012-06-23,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995253/ERR1995253_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995253/ERR1995253_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995253/ERR1995253_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995253/ERR1995253_2.fastq.gz
ERR1995252,ERP022986,ERX2055121,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726318,,Illumina HiSeq 2000,30551554,4408960355,30551554,5748595406,ena-RUN-BGI-01-06-2017-09:23:40:410-42,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995252/ERAS6_Dag4opt_wHAXPI002161-78.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995252/ERR1995252.1,,ERAS6_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726318,ERS1726318,ERAS6_Dag4opt,2012-06-19,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995252/ERR1995252_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995252/ERR1995252_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995252/ERR1995252_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995252/ERR1995252_2.fastq.gz
ERR1995251,ERP022986,ERX2055120,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726317,,Illumina HiSeq 2000,30962505,4629723050,30962505,5863162381,ena-RUN-BGI-01-06-2017-09:23:40:410-41,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995251/ERAS6_Dag42_wHAXPI002163-80.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995251/ERR1995251.1,,ERAS6_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726317,ERS1726317,ERAS6_Dag42,2012-07-12,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995251/ERR1995251_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995251/ERR1995251_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995251/ERR1995251_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995251/ERR1995251_2.fastq.gz
ERR1995250,ERP022986,ERX2055119,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726316,,Illumina HiSeq 2000,33717439,5064372019,33717439,6384041820,ena-RUN-BGI-01-06-2017-09:23:40:410-40,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995250/ERAS6_Dag180_wHAXPI002164-81.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995250/ERR1995250.1,,ERAS6_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726316,ERS1726316,ERAS6_Dag180,2013-03-06,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995250/ERR1995250_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995250/ERR1995250_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995250/ERR1995250_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995250/ERR1995250_2.fastq.gz
ERR1995249,ERP022986,ERX2055118,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726315,,Illumina HiSeq 2000,24395720,3640227080,24395720,4579694823,ena-RUN-BGI-01-06-2017-09:23:40:410-39,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995249/ERAS6_Dag0_wHAXPI002160-77.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995249/ERR1995249.1,,ERAS6_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726315,ERS1726315,ERAS6_Dag0,2012-06-15,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995249/ERR1995249_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995249/ERR1995249_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995249/ERR1995249_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995249/ERR1995249_2.fastq.gz
ERR1995248,ERP022986,ERX2055117,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726314,,Illumina HiSeq 2000,39221554,5983687091,39221554,7276874614,ena-RUN-BGI-01-06-2017-09:23:40:410-38,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995248/ERAS5_Dag8_wHAXPI002157-74.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995248/ERR1995248.1,,ERAS5_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726314,ERS1726314,ERAS5_Dag8,2012-06-12,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995248/ERR1995248_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995248/ERR1995248_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995248/ERR1995248_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995248/ERR1995248_2.fastq.gz
ERR1995247,ERP022986,ERX2055116,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726312,,Illumina HiSeq 2000,33545621,5069363550,33545621,6126023220,ena-RUN-BGI-01-06-2017-09:23:40:410-37,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995247/ERAS5_Dag4_wHAXPI002156-73.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995247/ERR1995247.1,,ERAS5_Dag4,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726312,ERS1726312,ERAS5_Dag4,2012-06-08,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995247/ERR1995247_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995247/ERR1995247_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995247/ERR1995247_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995247/ERR1995247_2.fastq.gz
ERR1995246,ERP022986,ERX2055115,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726313,,Illumina HiSeq 2000,38147165,5816187572,38147165,7149516353,ena-RUN-BGI-01-06-2017-09:23:40:410-36,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995246/ERAS5_Dag42_wHAXPI002158-75.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995246/ERR1995246.1,,ERAS5_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726313,ERS1726313,ERAS5_Dag42,2012-07-13,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995246/ERR1995246_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995246/ERR1995246_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995246/ERR1995246_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995246/ERR1995246_2.fastq.gz
ERR1995245,ERP022986,ERX2055114,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726311,,Illumina HiSeq 2000,32475563,4958505160,32475563,6037880824,ena-RUN-BGI-01-06-2017-09:23:40:410-35,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995245/ERAS5_Dag180_wHAXPI002159-76.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995245/ERR1995245.1,,ERAS5_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726311,ERS1726311,ERAS5_Dag180,2012-12-05,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995245/ERR1995245_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995245/ERR1995245_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995245/ERR1995245_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995245/ERR1995245_2.fastq.gz
ERR1995244,ERP022986,ERX2055113,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726310,,Illumina HiSeq 2000,36772401,5648688791,36772401,6940084868,ena-RUN-BGI-01-06-2017-09:23:40:410-34,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995244/ERAS5_Dag0_wHAXPI002155-72.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995244/ERR1995244.1,,ERAS5_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726310,ERS1726310,ERAS5_Dag0,2012-06-04,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995244/ERR1995244_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995244/ERR1995244_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995244/ERR1995244_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995244/ERR1995244_2.fastq.gz
ERR1995243,ERP022986,ERX2055112,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726309,,Illumina HiSeq 2000,31414124,4820174277,31414124,5794468401,ena-RUN-BGI-01-06-2017-09:23:40:410-33,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995243/ERAS4_Dag8opt_wHAXPI002152-68.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995243/ERR1995243.1,,ERAS4_Dag8opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726309,ERS1726309,ERAS4_Dag8opt,2012-05-18,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995243/ERR1995243_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995243/ERR1995243_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995243/ERR1995243_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995243/ERR1995243_2.fastq.gz
ERR1995242,ERP022986,ERX2055111,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726308,,Illumina HiSeq 2000,41491601,6251813627,41491601,7731122311,ena-RUN-BGI-01-06-2017-09:23:40:410-32,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995242/ERAS4_Dag4opt_wHAXPI002151-67.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995242/ERR1995242.1,,ERAS4_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726308,ERS1726308,ERAS4_Dag4opt,2012-05-14,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995242/ERR1995242_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995242/ERR1995242_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995242/ERR1995242_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995242/ERR1995242_2.fastq.gz
ERR1995241,ERP022986,ERX2055110,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726307,,Illumina HiSeq 2000,34390316,5308287188,34390316,6401147319,ena-RUN-BGI-01-06-2017-09:23:40:410-31,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995241/ERAS4_Dag42_wHAXPI002153-70.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995241/ERR1995241.1,,ERAS4_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726307,ERS1726307,ERAS4_Dag42,2012-06-21,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995241/ERR1995241_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995241/ERR1995241_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995241/ERR1995241_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995241/ERR1995241_2.fastq.gz
ERR1995240,ERP022986,ERX2055109,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726306,,Illumina HiSeq 2000,38720380,5981627427,38720380,7127881703,ena-RUN-BGI-01-06-2017-09:23:40:410-30,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995240/ERAS4_Dag180_wHAXPI002154-71.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995240/ERR1995240.1,,ERAS4_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726306,ERS1726306,ERAS4_Dag180,2012-11-09,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995240/ERR1995240_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995240/ERR1995240_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995240/ERR1995240_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995240/ERR1995240_2.fastq.gz
ERR1995239,ERP022986,ERX2055108,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726305,,Illumina HiSeq 2000,35863191,5509406303,35863191,6653134895,ena-RUN-BGI-01-06-2017-09:23:40:410-29,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995239/ERAS4_Dag0_wHAXPI002150-66.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995239/ERR1995239.1,,ERAS4_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726305,ERS1726305,ERAS4_Dag0,2012-05-10,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995239/ERR1995239_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995239/ERR1995239_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995239/ERR1995239_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995239/ERR1995239_2.fastq.gz
ERR1995238,ERP022986,ERX2055107,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726304,,Illumina HiSeq 2000,35838143,5468439925,35838143,6722282011,ena-RUN-BGI-01-06-2017-09:23:40:410-28,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995238/ERAS3_Dag8_wHAXPI002142-61.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995238/ERR1995238.1,,ERAS3_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726304,ERS1726304,ERAS3_Dag8,2012-05-11,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995238/ERR1995238_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995238/ERR1995238_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995238/ERR1995238_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995238/ERR1995238_2.fastq.gz
ERR1995237,ERP022986,ERX2055106,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726302,,Illumina HiSeq 2000,29374550,4438577030,29374550,5538359216,ena-RUN-BGI-01-06-2017-09:23:40:410-27,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995237/ERAS3_Dag4_wHAXPI002216-60.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995237/ERR1995237.1,,ERAS3_Dag4,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726302,ERS1726302,ERAS3_Dag4,2012-05-07,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995237/ERR1995237_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995237/ERR1995237_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995237/ERR1995237_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995237/ERR1995237_2.fastq.gz
