Species	alien-11-0-0	alien-11-2-0	alien-11-7-0	alien-12-7-0	alien-13-7-0	alien-11-60-0	alien-11-376-0	alien-11-377-0	alien-11-378-0	alien-11-380-0	alien-11-392-1	alien-11-392-2	alien-11-392-3	alien-13-392-1	alien-13-392-2	alien-13-392-3	alien-11-600-0	alien-11-630-0	alien-11-632-0	alien-11-637-0	alien-11-773-0	bugkiller-11-0-0	bugkiller-11-2-0	bugkiller-11-7-0	bugkiller-12-7-0	bugkiller-13-7-0	bugkiller-11-60-0	bugkiller-11-392-1	bugkiller-11-392-2	bugkiller-11-392-3	bugkiller-13-392-1	bugkiller-13-392-2	bugkiller-13-392-3	bugkiller-11-600-0	bugkiller-11-773-0	peacemaker-11-0-0	peacemaker-11-2-0	peacemaker-11-7-0	peacemaker-12-7-0	peacemaker-13-7-0	peacemaker-11-60-0	peacemaker-11-392-1	peacemaker-11-392-2	peacemaker-11-392-3	peacemaker-13-392-1	peacemaker-13-392-2	peacemaker-13-392-3	peacemaker-11-600-0	peacemaker-11-773-0	scavenger-11-0-0	scavenger-11-2-0	scavenger-11-7-0	scavenger-12-7-0	scavenger-13-7-0	scavenger-11-60-0	scavenger-11-392-0	halbarad-11-0-0	halbarad-11-2-0	halbarad-11-7-0	halbarad-12-7-0	halbarad-13-7-0	halbarad-11-392-0	tigress-11-0-0	tigress-11-2-0	tigress-11-7-0	tigress-11-60-0	daisy-11-0-0	daisy-11-2-0	daisy-11-7-0	daisy-11-60-0
motu_linkage_group_414	0	0	0	0	0	0	0	0	0	7.39452472433203e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132177184144761	0	0	0	0.000199881058511968	0	0	0	0	0	0	0.000325599421340098	0	0	0	0	0.00016580345918405	0	0	0	0	0	0	0.00365042002774971	0.00564228306476011	0.00334432122223193	0.00300327158130195	0.00299134457103411	0.00437446078695161	0	0	0	0	0	0	0	0
motu_linkage_group_415	0.00196899876073551	0.00236033158292437	0.00298858918411021	0.00144929774927104	0.00208926278217726	0.000881573581163457	0.000243281280600224	0	0.00016443707403391	0	0	0	0	5.35030518077057e-05	0	0	0	0	0	0	0.00045624976941268	9.48328757869448e-05	0.000137133070573854	0	0	0	0	0.000218360982465613	0.000938401992093372	0.000134055430421302	0.000169882265838797	0.0012369339173505	0.000269660384633572	0.000132177184144761	0.000790999611708385	0	0	2.49851323139959e-05	0	0	0	0	0	0	0	0	0	0	0	0.0114369109505253	0.00425066146814363	0.00470448917486427	0.00095034175669476	0.00173045565699139	0.00658730586037439	0.000794728244423475	0.000408562825490235	0.00024009715169192	0.0018696205338038	0.00227057636009065	0.00226825601923691	0	0.00653965873058773	0.00607693870100057	0.0053694858748638	0.00944493204158677	0	0	0	0
motu_linkage_group_431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020502868414055	0	0	0	0	0.00258893750898359	0.000111420619841256	0.000693165881862592	0.000386254686271707	0.000337668912166366	0.000115046138987038	0.000164983853418463	0.00232502893570428	0.00017874057389507	0.000205274404555213	0.00144534169082005	0.000269660384633572	0.00158612620973713	0.00296396681425729	0	0	0	0	0	0	0	0	0	0	0	0	0.00148918142855635	0.000238363953334486	0.000349245584238743	0	0	0	0	0	0	0.000921930897519269	0.000792320600583335	0.00144270718196732	0.00180627644476868	0.00212403164807156	0.000215806732156279	0.00100169964979099	0.00102050049322925	0.000916380652549689	0.00251760085368087	0.0067434862141657	0.00860401040442525	0.00909882224573245	0.00778185951849537
motu_linkage_group_434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015945320206707	0	0	0	0	0	0
motu_linkage_group_439	0	0	0	0	0	0	0	0	0	0	0.0014671789816131	0.00203060604099561	0.00296225126305689	0.00143863761527386	0.00137986420249344	0.0016038410205726	0.000125527765800337	0	0.00171135596122346	6.05788350964058e-05	0	0	0	0	0	0	0	0	0	0	0.000159264624223872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111910686982108	0.00618917102139171	0.000456573998451195	0.000808780497657618	0.00165202461516677	0	0	0	0	0	0	0	0	0
motu_linkage_group_443	0.00317329335160398	0.00442379671933661	0.00251282722879221	0.00116114325559245	0.00115576239014061	0.00415598973977058	0.000233550029376215	0	0.00032887414806782	0.000123242078738867	0	0	0	8.02545777115585e-05	0	0	0.00671908287740603	0.00337214328705988	0.00145220777280962	0.00941395097398147	0.00533199357388251	0.00651501856656311	0.000452539132893718	0.00377141866905883	0.00149435416935509	0.00220477936767451	0.00823538611582217	0.0103241072509742	0.0122610500284576	0.00899511938126939	0.0142276397639992	0.0260629252467616	0.0138066116932389	0.00294755120642818	0.0117942605565019	0.00637725882376482	0.0132649168542734	0.00572159529990507	0.00180329469300799	0.00147682614296366	0.0114822224503377	0.00497751585409564	0.00322235139387845	0.00702133129073794	0.00335663403454247	0.00350239382685254	0.00509654173155577	0.00248196904759392	0.00742864032240802	0.00415284749258433	0.00149572147901595	0.00181134196732697	0.00122982095969908	0.000353012954026243	0.00685576113345129	0.0058430865847689	0.000197937269492163	0.000213419690392817	0.00155068526627256	0.00194646506436267	0.00277894140622695	0.0121901640596385	0.00433503916237229	0.00489521330345906	0.0055217808551071	0.0077861756738838	0.00357707027620042	0.00754559162047732	0.00790205551378443	0.00383412004099972
motu_linkage_group_445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000264354368289522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292898120200786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_450	0.000457906688543142	0.000693499485704584	0.000134017452202251	0.000317140448664017	7.77916993363874e-05	0.000335837554728936	0.000194625024480179	0	0.000191843253039562	0	0	0	0	0	0	0	0.00156212330773752	0.00181523241125377	0.00168690801892027	0.00260488990914545	0.000576100455109145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00181661711862363	0.00192361332025717	0.00266508078015957	0.000989385287054073	0.00122566523429637	0.00190054611477451	0.00152877632375115	0.00138808983120918	0.00324587091299321	0.00105573145707244	0.00153251253977323	0.00421530449083109	0.00553195091205013	0.000615311600468092	0	0	0	0	0	0	0.0055019647690856	0	0	0	0	0	0	0	0	0	0	0.00111522878657764	0.000409980398525288	0.00431741378948623	0.00644022120389711
motu_linkage_group_451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49553969419878e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000640995984808641	0.000244035951503147	0	0
motu_linkage_group_452	0.000557119804394157	0.00154922107332837	9.04617802365197e-05	0	6.66785994311892e-05	0.00123840098306295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198353191365753	0	0	0	0	0	0	0	0	0	0	0	0.000205355668424292	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205103866822697	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000471610004609692	0.000814983032787248	0.00370729494763692	0.000557895320260117	0	0	0	0
motu_linkage_group_456	0.000377773018048093	0.000310249769920472	0.000492514136843274	0.000422001403464216	0.000342918511360402	0.000233886868471938	0	0.000251156816336196	0	0	0.00306535608658452	0.00214246145850808	0.0019279114625267	0.00215349783526015	0.00203174857756846	0.00268992831718741	0.000856727001587298	0.00142251386074214	0.00050607240567608	0.000560354224641754	0.000727786479193734	0.000865349991555872	0.00188343701616278	0.00017568720508038	0.000135439954926443	0.000238354526235082	0	0.000131016589479368	0.000968762056543452	0.000134055430421302	9.90979884059647e-05	0.000473594971506571	0	0.000330442960361903	0.000449826702262736	0.000726202686784752	0.000250470484408486	0.0012367640495428	0.00116906138871248	0.00159738337912395	0.000553716800746804	0.000421537589269618	0.00120838177270442	0.00088620817690275	0.000651198842680197	0.00086526691150118	0.000942478456912234	0.000518620398004699	0.000255686915059376	0.00134142053946245	0.000287638745964607	0.00107385078991467	0.00142973012804522	0.00144493047358781	0.0001988035373101	0.00114165768958526	0.00991875076883086	0.00911368771630578	0.00869823456903372	0.00857981311265123	0.00840025016372744	0.000269758415195349	0.00302773622959422	0.00370728694805938	0.00181122244360782	0.00123758468930941	0.00220440082580533	0.00146421570901888	0.00252509292733713	0.00293561539342689
motu_linkage_group_457	0.0044874855477228	0.00480177421680835	0.0029662529420765	0.00299521534849349	0.00373894072366002	0.00875976288584642	0	0	0	0	0	0	0	0	0	0	0.00648281172711072	0.00453808102813442	8.80125922914921e-05	0.0102041682229057	0.000122574564916839	0	0	0	0	0	0	0.000207442933342332	0.000198720421855067	0.000312796004316372	0.000519084701174101	0.000561297744007788	0.000838943418860003	0	0	0	0	0	0	0	0	0.000843075178539235	0	0	0	0	0	0	0	0.000105831995223862	0	0	0	0	0	0.000990353658435407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_460	0	0	0	0	0	0	0	0	0	0	0	0.000154876731940343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93739964178962e-05	0	2.27270008447549e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117159248080314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176236245526348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_470	6.86860032814714e-05	0	0.000160820942642702	0.000170505617561299	0.000120656513256438	9.44543122675133e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217066280893399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151732601259112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_474	0.00157977807547384	0.00117529912840461	0.00138306010672723	0.00166754493974951	0.00183143886437666	0.000579319781907415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23347368225966e-05	4.67544904229173e-05	0.000269839428991156	0.000593631172232444	0.000536479700913328	9.50273057387254e-05	0.000728416954257899	0.00171032497059703	0.00609027884464252	0.000775518621737325	0.00175636268603225	0.00530651161562736	0.000127009077062375	0.000116410302791261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000458300908593394	0.000200080959743266	0.00119075831858841	0.000830347977595154	0.000944014065809581	7.77681917680286e-05	0	0	0	0	0	0	0	0
motu_linkage_group_485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.81061653868762e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81810025342648e-05	0	0	0	0	0	0	0	0	0	5.83261438260215e-05	0	0	0	0	0	0	0	0
motu_linkage_group_486	0	0	0	0	0	0	0	0	0	0	0	0	0.00011016636928724	0	0	0	0.00191555370611314	0.000363046482250754	0.000459621315300014	0.00230805361717306	0.000153218206146049	0	0	0	0	0	0	0	0	0	7.0784277432832e-05	0	0	0.000132177184144761	0	0	0	0	0	0	0	0.000101169021424708	0	0	0	0	0	0	0	0	0	9.65897535902084e-05	0.000101219832073998	0	6.76777999353533e-05	0	0.000193179162052448	0.000192077721353536	0.000578882507525348	0.000603889438251021	0.000365805450501213	0.000239785257951422	0	0	0	0	0	0	0	0
motu_linkage_group_490	0.00467923397355024	0.004060621988665	0.00101015654597447	0.000505122892025349	0.00049453294578132	0.00851663048945411	0.000194625024480179	0	0.000143882439779671	0	6.50473440124036e-05	0	0	5.35030518077057e-05	9.13145428120657e-05	0	0.00951186645352052	0.00354319403350495	0.0125747991236469	0.00386947309178292	0.00110317108425155	0.00748126020097009	0.000279980019088285	0.00749894511381812	0.00232756070688406	0.00275431896982761	0.00472967460280047	0.0209820641818069	0.00943922003811568	0.0228192132672706	0.0288170658348774	0.0077230411814405	0.0470107937211194	0.0347479130762783	0.0502284753434825	0.0023096354564408	0.0393227528499793	0.00260678213809358	0.000917048155217572	0.00063723110541872	0.000872301934729839	0.0129196587360146	0.00873064437486726	0.0129834836519728	0.00698558758511484	0.0120649489086267	0.00790038200168342	0.00490631360652065	0.00643028339227916	0.000575020507382982	0.00546513617332753	0.00147978027722515	0.0014283242970442	0.00159201920443208	0.00276727004180111	0.00805732173961646	0.000700393415126117	0.000304123058809765	0.000389920859991167	0.00107163415939634	0.00103672973298731	0.00425780849929957	0.00596115045826651	0.00476587903956021	0.0066400611386079	0.00525678829935237	0.00687203283442543	0.0141974693563387	0.0137576304851518	0.0165153115921297
motu_linkage_group_495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176890620588454	0	0	0	0	0	0	0	8.00323838973065e-05	0	5.39186998438412e-05	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_496	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35030518077057e-05	0	0	0	0.00017454157800517	0	0	0.00349950382837576	0	0	0	0	0	0	0	0	0	0	0	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133316900173763	0	0	0	0	0	0	0	0
motu_linkage_group_497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124964768932718	0.00107161149639248	0	0.000264595578560452	0.000239277253703382	0.000333696336729114	0	0.000149733245119278	0.000874369856162295	0.000156398002158186	0.000180893153439459	0.000397585902005517	0.000224716987194644	0.000806280823283043	0.000746125595274929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96869982089481e-05	0	0	0	0	0	0.000427930593151102	0.000152259438070895	0.000448181349824917	4.1991477229818e-05	0.000129404879625219	8.26012307583383e-05	0.000102070751695538	0.00182230105781185	0.00162642266108412	0.00116701467717866	0.00164068370239877	0.00340822255337277	0.00293819285609789	0.00550173188403337	0.0040517119807042
motu_linkage_group_498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462620144506664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_502	0.000604436828876948	0.00148919889561826	0.00134285487106656	0.000272808988098079	0.000212383687077121	0.00104529438909381	0.000255445344630235	0	8.2218537016955e-05	0	0	0.000103251154626895	0	5.35030518077057e-05	0	0	0	0.000116361052003447	0	9.08682526446087e-05	6.12872824584197e-05	0.0018871742281602	0.000843368384029202	0.000186334914479191	6.77199774632214e-05	0.000119177263117541	0.000155791646544948	0.000122282150180743	0.000695521476492735	0	0.00017696069358208	0.00094485120241311	0.000179773589755715	0.00154647305449371	0.000328569069478868	0.000157232875303855	8.01505550107154e-05	0.000114217747721124	0.000140007351941614	0.000256184126840634	0.000146195854982655	9.44244199963943e-05	0	8.54176556050844e-05	0.000202971067848373	0.000162352853330712	0.000136344080565965	0.000348216552946012	0.000193324252849772	0.000450844299653651	0	8.44145745662325e-05	0.000101219832073998	0.000138436452559311	7.1061689932121e-05	0	0	0	0	0	0	0	0.00168647737648426	0.00188154778439143	0.00196591063068352	0.00227008391581898	0	0	0	0
motu_linkage_group_507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106423560605349	0.00164559684688625	6.70805692125089e-05	7.52444194035794e-05	5.95886315587704e-05	0	8.73443929862453e-05	0.0013468828592399	0	0.00017696069358208	0.00063925576400887	0	0.000346965108379998	0.00146030697546163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25489562746121e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234318496160629	0	0	0	0	0	0	0	0	0	9.58717824891987e-05	0	0	0	0	0	0.000224716987194644	0.000198265776217142	0	0	0	0	0	0	8.77175129895927e-05	0	0	0	8.87998421836632e-05	0	0	0	0	0.000269871587820847	0	0	0	0	0	0	0	0.000186742229093715	0.000149969561535064	0	5.90008791130988e-05	0	0	0	0	0	0	0	0	0
motu_linkage_group_509	0	0	0	0	0	0	0	0	0	7.39452472433203e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124223276319461	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16121518179851e-05	0	0	0	0	0	0	0	0	0	0	0	0.000105831995223862	0	0	0	0	0.000169194499838383	0	0.0361178419533922	0.0239696989772433	0.0666224780163369	0.0532626889957411	0.0552739902491214	0.00901722183550292	0	0	0	0	0	0	0	0
motu_linkage_group_510	0.00137372006562943	0.00100577703189905	0.00316281187197313	0.00122764044644135	0.00197566220536857	0.00267270720638445	0.000145968768360134	0	8.2218537016955e-05	0	8.67297920165381e-05	0	0	0	0	0	0.0241998935757005	0.0195331419296453	0.0382952568237203	0.0405137787161407	0.00392238607733886	0.00710192869782231	0.0208613683610475	0.00519253295015346	0.00725356203050505	0.0061177661733671	0.019067832295074	0.0128396257689781	0.0161515542874424	0.00756668429489129	0.0160601660575381	0.0204613816496172	0.0127339626076965	0.0189453963940824	0.00828267862644646	0.000766177146607766	0.000609144218081437	0.00113860817259496	0.000700036759708071	0.00124575810698975	0.00125436043575118	0.000283273259989183	0	0.000327434346486157	0.000414399263523762	0.000439090671508062	0.000445390663182153	0.000382791246146326	0.000623626622096039	0.000571492774208853	0.00109302723466551	0.000347398441484111	0.00101219832073998	0.000853691457449084	0.000515103255063522	0.00151609695859248	0.000266454016624066	0.000253435882341471	0.000318685318262011	0.00036664715893812	0.000370862668710907	0.00021872303934758	0.000848898008297445	0.000398633005167676	0.000469938796179328	0.000204299694743141	0.0565466159823601	0.0199458717695239	0.0115131034386299	0.036156944157025
motu_linkage_group_517	0.000343430016407357	0.000125142764337669	0.000384183362979787	0.000210290261658936	0.00018336614843577	0.00041717321251485	0.000145968768360134	0	0	0	0	0	0	0	0	0	0.000650884711557302	0.000325810945609651	0	0.000112503550893325	0.00557714270371619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17495985671585e-05	0	0	0	0	0	0.000110039295381712	0.000319744819948879	0.00012004857584596	7.49847807675321e-05	0.000215674799375365	0.000295004395565494	0.00301351743101111	0.000484186271399284	0.000921285167498628	0.00174051405992344	0.000267161139279493	0	0	0	0
motu_linkage_group_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186028735744915	0	0	0	0	0	0
motu_linkage_group_520	0.00818737159115139	0.00278859793199106	0.0136979237895921	0.012358247160843	0.0135846533241143	0.00414339583146825	0	0	0	0	0	0	0.000367221230957466	0.000127069748043301	0	0.000198640860346148	0.000190383778130511	0	0	0	0.000907051780384611	0.00128024382312376	0.000843368384029202	0.000413663510143805	0.000875845041857664	0.000560133136652442	0.000191743564978397	9.98221634128517e-05	0.00329875900279411	0.000201083145631954	0.000235947591442773	0.00279713375763881	0.00035954717951143	0.000455276967609733	0.00102677834212146	0	0	0	0.000168008822329937	0	0	0	0	0	0	0	0	0	0	0.00208594862586231	0.000287638745964607	0.000590902021963628	0.000399818336692293	0.000484527583957588	0.000146635233193265	0.000660235772290272	0.0035385093407676	0.00534616324434008	0.00112477171151298	0.00104602277697052	0.000672610021889326	0.00119568594843344	0.00171477397676084	0.00263097783410666	0.00389265969501876	0.0041158530810176	9.38042904598011e-05	0	0	0
motu_linkage_group_521	0	0	0	0	0	0	0	0	0	7.39452472433203e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271783096956547	0.000336136012368688	0.000104978693074545	0.000125810299635629	8.26012307583383e-05	0.00114319241899002	0	0	0	0	0	0	0	0
motu_linkage_group_525	0	0	0	0	0	0	0.000145968768360134	0	0	0	0	0.000103251154626895	0	0	0	0	0.000187454796928503	0	0	0	0.0164862789813149	0	0.000154274704395586	7.45339657916765e-05	0	0	0	0	0	0	0	0	0	0.000181743628199047	0	0	0	0.000499702646279919	0	0.000120557236160298	0	0	0	0	8.87998421836632e-05	0	0	0	0	0.000235854160784606	0	8.52262531678309e-05	0.000253049580184995	0	0.000135355599870707	0	0.0193826264664249	0.0284915286674411	0.0215131336022049	0.022403219785116	0.0260562632383223	0.00235637621057127	0	0	0	0	0	0	0	0
motu_linkage_group_529	0	0	0	0	0	0	0.000291937536720268	0.000125578408168098	0.000109624716022607	0	0	0	0	0	0	0	0.00947232520729341	0.00191297569493666	0	7.57235438705073e-05	0.00411237665295996	0	0	0	0	0	0	0	0	0	0	0	0	0.000231310072253332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00357103095490459	0.00129157093674327	0.000509100362527605	0.00162653987737809	0	0	0	0
motu_linkage_group_532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018966575157389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000183861847375259	0	0	0.0218757189598571	0.0176071941404376	0	0.013038562418531	0	0.00536545139008681	0	0.00148646982608947	0.00491135526006815	0	0.00693930216759996	0.0093436829133053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186846387567728	0.00589659429227444	0.0373972798900442	0.0297586306297554	0.030732892468167	0.00717384679314745	0.0302057865822799	0	0	0	0	0	0.00565763595112408	0	0	0	0	0	0	0	0
motu_linkage_group_548	0	0	0	0	0	0	0	0	0	0	0	0.000103251154626895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433911180417833	0	0	0	0	0	0	0	0.000160064767794613	0	0	0	0	0	0	0	0	0.00620895065424398	0.00280292721440758	0.00239636269966896	0.00308701865196511
motu_linkage_group_550	0.000137372006562943	0	8.04104713213509e-05	0.000170505617561299	7.40873327013214e-05	0.000409302019825891	0	0	0	0	0	0	0	0	0	0	8.78694360602357e-05	0.000244358209207238	8.80125922914921e-05	0.000706753076124735	0	0	5.14249014651952e-05	7.45339657916765e-05	0	0	0	0	0	0	0	0	0	0	0.0590260642940891	0.000119923379469042	0	4.99702646279919e-05	0	6.02786180801492e-05	0	0	0	0	0	0	0	0.000111132942429578	0.00112252791977287	0	0	0	5.06099160369991e-05	0	3.38388999676766e-05	0.00140850298088591	0.00319211911915631	0.0014085699565926	0.00376723538576081	0.00472866997630487	0.00354005274678593	0	0.00116581993139516	0.00471981478118528	0.0166358333847482	0.00167604326495046	0	0	0	0
motu_linkage_group_551	0.00886908017371999	0.00714486970140381	0.00241231413964053	0.00276219100449305	0.00291718872511453	0.00874489507743394	0	0	0	0	0	0	0.000146888492382986	5.35030518077057e-05	0	0	9.76327067335953e-05	0.000331628998209823	0.000330047221093095	0.000136302378966913	0.00799032945051647	0.00231155134730678	0.000443539775137309	0.00445340445605267	0.00466139178205174	0.00536297684028934	0.00245671442628572	0.00351561181769637	0.00150282319027894	0.00382057976700712	0.00386659115476845	0.00180083026202499	0.00519096240419627	0.00457663500101236	0.00386753175532417	0.00213197119056074	0.00231935668562258	0.00269527114837231	0.00165208675291105	0.00356397329398882	0.00152957413275602	0.00284116335167722	0.00340825628198683	0.00233830832218918	0.00290819483151497	0.00300906254298172	0.0025530429085977	0.00299132836706282	0.00270030327367585	0.00141285713623855	0.0178336022498056	0.00568175021118873	0.00385900609782118	0.0042396163596289	0.00375611789641211	0.00778528014825612	0.000532908033248132	0.000310125487602063	0.000888569652095255	0.00173887806996388	0.0014602717580492	5.83261438260215e-05	0.00447086284369988	0.0104840480359099	0.00406301250863377	0.00575476880528878	0.00474493369242494	0.00539319452821956	0.0113332111974014	0.0120801042387662
motu_linkage_group_552	0.00262151579190949	0.00261583139344712	0.00148759371944499	0.000378522470986084	0.00024893343787644	0.00375718264352997	0	0	0.000191843253039562	0.00926780432116281	0.00366433371269874	0.00822567531860934	0.0088745130814721	0.0023273827536352	0.00164366177061718	0.00182087455317302	0.00393459808136389	0.00374682587451098	0.00294842184176499	0.00910701820949301	0.000459654618438148	0.00101155067506074	0.000257124507325976	0.00116769879740293	0.0010910440813519	0.00236368238516456	0.000623166586179792	0.00161587127024554	0.00215280457009656	0.00254705317800475	0.00550937626018875	0.00490355945806804	0.00323592461560287	0.00167424433250031	0.00106100428685884	0.00302917573325505	0.00259821382493069	0.00267340915759757	0.000849377935112459	0.000331532399440821	0.0036183474108207	0.0036420847712895	0.0025613562361598	0.00213544139012711	0.00149973066799076	0.0030133673534867	0.00241783502870311	0.00350686173888892	0.00278553224536231	0.00394753342185004	0.00263668850467556	0.00108710820707411	0.00164482227120247	0.00126900081512702	0.00268455273076901	0.00179730849123463	0.00065725324100603	0.000693613993776657	0.000929811281517398	0.00132100814617411	0.00130785282034036	0.000268300261599699	0.00159404181558076	0.00138192775124794	0.00152730108758281	0.00396027100579013	0.00232426186361507	0.0014316775821518	0.00164378598407045	0.00150063406692748
