Species	158458797-stool1	158499257-stool1	158742018-stool1	158802708-stool1	158944319-stool1	159247771-stool1	159146620-stool1	159166850-stool1	159733294-stool1	158337416-stool1	158883629-stool1	159369152-stool1	159591683-stool1	159207311-stool1	159227541-stool1	159268001-stool1	159571453-stool1	763496533-stool1	763678604-stool1	763536994-stool1	763820215-stool1	763577454-stool1	763840445-stool1	763961826-stool1	763860675-stool1	764062976-stool1	763577454-stool2	763901136-stool1	763759525-stool1	764143897-stool1	763982056-stool1	764042746-stool1	764285508-stool1	764487809-stool1	764224817-stool1	763435843-stool1	764002286-stool1	764325968-stool1	764447348-stool1	764508039-stool1	764588959-stool1	764649650-stool1	764669880-stool1	765074482-stool1	159753524-stool1	159915365-stool1	160421117-stool1	159611913-stool1	159490532-stool1	159551223-stool1	159814214-stool1	159510762-stool1	159632143-stool1	160319967-stool1	160502038-stool1	160582958-stool1	160603188-stool1	160158126-stool1	160178356-stool1	160218816-stool1	765094712-stool1	765013792-stool1	765135172-stool1	763961826-stool2	763496533-stool2	765034022-stool1	765560005-stool1	763597684-stool1	765620695-stool1	763678604-stool2	764669880-stool2	764892411-stool1	160643649-stool1	160400887-stool1	160704339-stool1	160765029-stool1	158479027-stool1	158256496-stool1	158337416-stool2	638754422-stool1	158499257-stool2	158924089-stool1	246515023-stool1	158802708-stool2	159005010-stool1	159268001-stool2	159369152-stool2	159247771-stool2	159510762-stool2	159207311-stool2	158944319-stool2	159551223-stool2	159713063-stool1	159571453-stool2	159591683-stool2	159611913-stool2	764811490-stool1	764447348-stool2	550534656-stool1	763759525-stool2	159814214-stool2	604812005-stool1	604812005-stool2	404239096-stool1	765074482-stool2	764224817-stool2	861967750-stool1	764184357-stool1	823052294-stool1	686765762-stool1	765701615-stool1	159227541-stool2	763982056-stool2	763536994-stool2	765640925-stool1	763860675-stool2	764487809-stool2	764143897-stool2	159490532-stool2	706846339-stool1	508703490-stool1	675950834-stool1	338793263-stool1	737052003-stool1	638754422-stool2	764325968-stool2	765094712-stool2	246515023-stool2	763820215-stool2	160158126-stool2	763536994-stool3	809635352-stool1	763901136-stool2	763840445-stool2	764042746-stool2	686765762-stool2	764062976-stool2	159753524-stool2	159227541-stool3
motu_linkage_group_491	0	0	0.00179228009139779	0.00204436615404173	0.000594245875061395	0	0	0.000912980851939811	0	0	0	0	0	0	0.000263049814501532	0	0.00044633281354307	0.00051141128882151	0	0.00188103488409532	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00467121620853286	0.000757639792715904	0	0	0	0	0	9.78691649800985e-05	0	0	0	0	6.59814844368636e-05	0.000656873236184161	0.000225788939210165	0	0.00200250413046807	0.000399070055697114	0	6.11892757039555e-05	0	0	0	0.00100086403425593	0	0.000389505118731715	0.000227238198773972	0	0	0	0	0.00114883656106359	0	0	0	0	0	0	0	0	0.0135862194681869	0	0	0.0049736498680544	0.00188218171674122	0	0	0	0	0	0.00215168522278592	0	0	0	0	0	0	0.000152141882663526	0.000898145487185569	0	0.000362714096313374	0	0.000379123185964188	0	0	0	0	0.00108686970300612	0	0	0	0	0.000138310071804829	0	0	0	0	0	0.00240961285497434	0	0.00206780261701156	0	0	0.000780750043315336	0	0	0	0	0.00175445892857725	0	0	0	0	0	0	0	0	0.000271645843425806	0.00114672291249633	0	0	0	0	0	0	0.000678408815052266
motu_linkage_group_495	0.000109172948678833	0.000192006283281701	0.0057017565480725	8.44620758477333e-05	0	0	0	3.92679936318198e-05	0	0	0	0	0	0	0	0	0.000100299508661364	0	0	0.00029665066272471	0	0	0	0	0	0.000141440751017449	0	0	0	0	0	0	0	0	0	0	0	0.00156883146209664	0	0	0	0	0.000108082567395188	6.49921437015774e-05	0	0	0	0	0	0	0	0	0	0	0	0.000161481563967294	0	3.93888654022486e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000115375978273171	0	0	0.000715619787961586	0.0113461178759069	0	0	0.000550487555864099	0	0	0.000199628414599397	8.67117102707208e-05	0	0.000126430273832445	0	0	0	0	0	0	0	0	0	0.000536010831218653	0	0	0	0	0	0	0	0	0	0	4.58995614809889e-05	0	0	0	0	0	0.00373815102494209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00448889393333861	0	0	0	4.29462824453862e-05	0.000274664130574982	0	0	0	0	0	0.000890938638876103	0	0
motu_linkage_group_496	0	3.76482908395492e-05	0	0	0	0	0	0.00243461560517283	6.22800846927727e-05	0	0	0	0	0.00071878790732511	0	0.000777882835065996	0	0	0.000185468509687889	0	0	0	0	0	0	0	0	0.0210757376024537	0	0	0	0	0	0.00305569094806292	0	0	0	0	0.000428777755338037	0	0	0	0	0	0	5.30208357081939e-05	0	0	0	0.00275943152906605	0	0	0	0	0	0.000153583009208025	0	0	0	0	0	0	0	0	0	0	0	0.00109132228011576	0	0	0	0	0	0	0	0.000317893146802073	0	0	0	0	0.00401140116128976	0	0	0	0	0.00247876872586672	0	0	0	0.00948889471568913	0	0.00152178086649288	0	0	0	0	0	0.0017044358390385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80853679666017e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00340018564841345	0	0	0	0	0	0
motu_linkage_group_497	0	0.000515781584501824	0	0.00117862987660246	9.07245610780755e-05	0	0	0	0.00877356538544732	0.000213178443514369	0	0	0	0	0.000219589410366496	0.000912281440077398	0.00499491553133593	0.000332116507564087	0	0	0	0.000973947355894208	0	0	0.0004345618325949	0	0.00201586631441492	0	0	0	0	0	0	0.000181406454700305	0	0	0	0.00116681839993438	0	0	0.0127828003815673	0	0	0	0	0	0	0.000533865402932479	0	3.83254379036952e-05	0	0	0	0	0.00215136163296652	0	0.000819869460396477	0.000256027625114616	0	0	0	0.00570510953638578	0	0	0.00133820522497517	0	0	0	0	0	0	0.000178307535130617	0	0	0	0.000501667123777829	0	8.09540523329558e-05	0.000655083625835878	0	0.000689283016446974	0	0	0.00223465508998846	0.00041715293538337	0.00113845729754791	0	0	0	0	0.000817914761199115	3.68469943460746e-05	0	0.000457019761354851	0	0.000381420902242759	0	0	0	0	0	0.000456663335953416	0.000380172916716302	0.000875970863212987	0.000145348611356465	0	0.000494465415563204	0	4.50176843033868e-05	0	0	0.00113510688209535	0	0	0	0.00223091024014285	6.34756132776696e-05	0	0	0	0	0.00035089178571545	0	0	0	0.0103796351415404	0	0	0	0.000167490501537006	0	0	0	0	0	0	0	0	0.000398927576714495
motu_linkage_group_498	0	0	0	0	0	0	0	0.000157071974527279	0.0297812041349077	0	0	0	0	0	0.000503225732089887	0.000814537000069105	0	0	0	0	0	0	0	0	0	9.42938340116324e-05	0	0	0	0	0	0	0	0	0	0	0	0.0128938335791068	0.0107927062697047	0	0	0.0126547706580849	0	0	0	0	0	0.0152583147586247	0	0.00682192794685775	0	0	0	0	0	0.00368599222099259	0	0	0	0	0.0232082816180743	0	0	0	0	0	0	0	0.00405953182214218	0	0	0	0	0.000140012567209876	0	0	0.0123851012395369	0.0334205312714553	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00729570488052278	0	0	0	0.00881748621901559	0	0.00211927207499497	0	0	0	0	0	4.44655260514207e-05	0.00507190154364927	0	0	0	6.30247580247414e-05	0	0	0	0	0	0.0113408291958392	0	0	0	0	0	0	0	0	0	0	0.0103013404799125	0.0181131937211744	0	0	0	0	0	0	0	0	0	0.000214120612105583	0	0
motu_linkage_group_499	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025407974183111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21429411020502e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455676286746197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377842479928155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_502	0	0.00152475577900174	0.000316370089007869	7.67837053161212e-05	0.0115873409408918	0.00113668617845893	0	0.00410743213388835	0.000308003327935167	0.000181000565248049	0	0	0	0.00021602915247476	0.000117637184124909	0	7.5224631496023e-05	0.022795706953964	0.00325283232375683	0.015618657392456	0	0.00417487375362839	0.000111769407860908	0.000477499010817219	0.0298629266829	0.00983888805172804	0.00441189600326045	0.00261668391158718	0.000101124667214965	0.00747972241692869	0.00082978473874895	0.000354080013030223	0.000208799132993265	0.00012093763646687	0.000881279169932119	0.000874357069482457	0.000377529481631869	0.000168867275434014	4.45572407625458e-05	0.000127856825897229	0.000362115910426364	0.00122137196700015	0	0.000301401066416065	0.00290311241256735	4.12384277730397e-05	0.00540754999594187	0.000425486712111599	7.93664810240996e-05	0.00361792133810883	0.000428178695053845	0.000119995474298223	0	0.000144823840671824	0.00873228417916115	0.00012286640736642	0.000536990523768452	3.93888654022486e-05	0.00928135054349286	0.0229185954763463	0.000794517749087228	0.000551017413081452	0.000717759164486581	0.000153775786872489	0.000570630907253562	5.02596507381253e-05	0.000157596530808441	0.000517092493981549	0.00496594580571044	0.000274162295740101	4.61503913092683e-05	0.00595004492229343	0.000185717123777063	0.000195017504328041	0.00305054567172985	0	8.91335101801863e-05	0.00106859349079502	0.000103000570099981	0.000169697276159758	0.0133525043349974	0	0	0.000752260129303047	0.000137522945730781	0	0	0.0181604256882091	0.000261506498607113	0.000999780842999577	0.00692245566119043	0.000147387977384298	0	0.000163221343341018	0	0.000289512251099926	0.00227205773425561	0.000193890849414433	0.000166648151992637	0.000225283175419996	0.000785597048488636	0.000103787121807594	0.00226598114716053	0.000173415551600541	0.00128518772146769	0	0.000499562997166948	0.000276285846505592	0.00631147933933482	0.00196421813820511	0.000404083531845966	0.000110634199034634	0.000525206897717257	0.000944324434003662	0.00279191363070754	0.00100682409887682	4.76067099582522e-05	0.00279244393662915	0	0.000146861352240987	0.000617206162570486	0.000192743375252149	0	0.00281622723272589	0.000344693985254958	0.000293294288003298	0.00101619295482967	0	0	0.000521797331711442	0.00121486057754319	0.0012081321176464	0.00124317838168459	0.000881168374850105	0.00497769472783994	0.000295245320156644	0.00363709701804172	0.000249159136305376	0.00021337986661473
motu_linkage_group_504	0	5.0197721119399e-05	0	0	0	0	0	0.000192413168795917	0	0	0	0	0	9.8195069306709e-05	0	0.0416717129235354	0	0	9.51120562501997e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159984418027441	0	8.06359693353238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303588612679442	0	0	0	0.000126326099295975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34041280876317e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73115458749021e-05
motu_linkage_group_507	0.00042456146708435	0.000727866956231285	0.00225748279618255	0.000163165373796757	0.000379027055170627	0.000121171958343306	0	0.0013874691083243	0	0.00212373996557711	0	0	0	0	0.00326334262627987	0	0.000570592760384649	0.000130646245211545	0.0001426680843753	0.000552848962350595	0	0	0.00020102969886094	0	6.09198830740515e-05	0	0	0	0.0014555037571795	0.000116793824721931	0.000403367581336295	0	0	0.00047479220242549	0.00143781130396801	0	0	0.00116572893364126	0	6.28068618442529e-05	0.000140686924658892	0.0026387665953707	0	6.75308993149203e-05	0	0	0	6.02103837893773e-05	0	0.000174593661561278	0	0	0.000256994957956613	0	0	0.00012286640736642	0.000275687099256125	0.000118166596206746	0	0.00185637978257678	0	0	0	9.94240001330748e-05	0.000132558064738106	0.000413246017180142	0	0.00182521905487655	0	0.000591330441792374	0	0.0111894438712402	0.000139063546789588	0.000622278076488336	0	0.00102381045668945	0.000130729148264273	0.000455741331652196	0.0018997882929552	0	0.000401767878439037	0.000505818309912538	0	0.00194702621701965	0.000448222934233658	0	0	0.000574156840522717	0	0.000950453508988768	0.000425997271457873	4.91293257947662e-05	0	0.00135010246961089	0	0.00060251226860302	0	0	0.00263033839901893	0.00237798907387774	0	0.00012160915282506	4.39143633170646e-05	0.00455524611326776	9.75365681471013e-05	0.000224503304958563	0.000237887141508071	0.00140733103063786	0.000165064842445751	0	0	0.00904102674511032	0.00132890634185884	0	0.0133846657837921	0.000123645064774346	7.14100649373783e-05	0.000186629502865775	0	0	0	0.0303062874078806	0	0	0	0.000228670122850029	0	0	0	0.000161048559170198	0.000594225282493951	6.68399511837567e-05	0	0.000552889960690262	0	0	0	0	0.0040768955191365
motu_linkage_group_508	0.000124060168953219	0.000200790884477596	0	0	0	0	0	0.000187613747352028	0.00439860961789764	0	0	0	0	0.00123943998591579	0	6.10902750051829e-05	0.000108896609403767	0.00300562765299544	0.00067635240000142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000702379085271731	0	0	0.0012637809000223	0	0	0	0.000114503621906264	0	0.00221153822317868	0	8.24768555460794e-05	0	0	0	0	0	0.000112936916986563	0.000256994957956613	0	0	0.000660748235170524	0.000202436903801599	0	0.0381756233829962	0	0	0	0	0	0.00178427363330022	0	0	0.000185696199496136	0	0.000549519198433318	0	0.0230249295364319	0	0.000190017055499117	0.000714594427692336	0	0.0112070533466554	0	0	0	0.000213439185420739	0	0	0	0.000203737697378936	0.00643690394791666	0	0	0.00011021346684591	0.00310401272555825	0	0	0	0.00124128824071688	0	0	0	0	0	0	0	0.00172768865392844	0.000351314906536517	0.000128455964148549	0.00421255975369964	6.41438014167322e-05	0	0.000371259106241889	0	0	0	9.9570779131171e-05	0	7.11591993708433e-05	0	0	0	0	0	0.000314490976516053	0	0	0	0	0	0.000934564849908814	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_51	0	0.0124691139260587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000753314772073195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_510	0.00403609082994473	0.0194390675034873	0.00015600818609333	0.000469233754709629	0	0	0	0.000183250636948493	0.00104177596213365	4.82668173994798e-05	0	0	0	0.000392780277226836	0.00013070798236101	0	0.00116347430047182	0.000417151168921075	0.00165917698125348	0	0	0.00408817408646951	0.000165034516294623	0.00049146097019784	0.000214670064165705	0	0.00162847761269251	0.000293565401084215	0	0.00016597017197327	0.0187854045022332	4.92633061607267e-05	0.000208799132993265	0.000734584162243211	8.67644752394491e-05	5.33144554562474e-05	0.000232723653060741	0.00715779354581594	6.16946410558326e-05	0	0.00120705303475455	0.00013570799633335	0	0.00141222512251553	0	6.18576416595596e-05	0	0.000847405401480125	0.000114089316472143	0.00147765855028692	0.000104332040705128	0.00042037630211665	0.00767313517327602	0	0.000780539367969712	0.00133241792877362	0.00108143924925591	0	0.000193722122543816	0.000259700798598825	0.000205764830590677	0.000837500260972856	0.000883118620460577	0.000760041245461727	0.000510594027139372	6.28245634226567e-05	0	0.000949113908535808	0.000849613949842809	0.00168439580389343	0	0.000159356975841373	0	0.000222242170174406	0	0.000547738594328854	0.0202550950022797	0.000743577962169372	0	0.000673401889522849	0.0165645548214761	0	0	0.00105218083445001	0.00185910648858279	5.65191566158536e-05	3.24380890590438e-05	0	0.000155300794191964	0.000232600436798939	4.25997271457873e-05	0.00375020520233382	0.000187386920197236	0.00180954032494117	0	0.000214453519333278	0	0.000180363580850635	0	7.50943918066655e-05	0.000300848923639122	0.00185768464487937	0.00751562960769191	0	0.000428395907155896	0	0	0.000302187644615491	0.00138054231863719	0.000119043523527583	0.00279982971503759	0.000112846883015327	0.000283114829352537	0.00700243729233606	0.000657031279709288	0.000135420785229046	0.00014599391053864	0.0012400655639636	4.03979467122726e-05	0.00872267425431318	0	0.000148264134809345	0	0.000489043245792589	6.96351485363552e-05	0.0126911918181766	5.34838397278773e-05	0.00016860860758231	5.51168427797908e-05	0	0	0.00296880783174519	0.000400090057538418	0.000155500301444136	0.000193986544342944	0	0.000886016325954135	0	0.000195855916216419
motu_linkage_group_517	4.96240675812877e-05	0.000217523458184062	5.32120944814458e-05	0.000422310379238666	0.00020413026242567	5.392817926268e-05	0	0.00294073641198295	9.05892140985784e-05	0.00189447258292958	0	0	0	0	4.57477938263534e-05	0.000131230961122245	4.01198034645456e-05	7.21992407748015e-05	0.000258916153125544	0.000593301325449419	8.40972877954622e-05	0.000105775402060357	0.00223305962788773	0	0.00236459398005948	0.00891450913290925	6.25268707945075e-05	0.000829886806911146	3.11152822199894e-05	0.0005655279933904	0.000129653865429523	0	3.99828127008381e-05	0.000134375151629856	0.00012394925034207	9.95203168516618e-05	5.17163673468314e-05	4.90259831905201e-05	0	0	0.00148434900219816	0.000118744496791681	0	0.000183241738491947	0.000145630502702397	0	8.47578369269885e-05	4.01402558595848e-05	0.000202825451506032	0.000119234695700385	9.85937784663459e-05	0	0.000632289182274207	0	0.000152449095306584	4.91465629465679e-05	0.000107877560578484	0	3.70957255934967e-05	0.000134659673347539	5.97381766230998e-05	6.35345025565615e-05	0.000405513652252306	0	0.000157105854504422	0	0	0.00121575460524821	0	0	0	0.000861389058602016	0	0.000866744463680182	0.000646997657505223	0.000353214607557859	6.11201212664135e-05	0.00027584343757896	0.000128750712624976	8.08082267427419e-05	0.000171588364750006	0	0	0.000160408409924915	0	0.000506878150602497	0	4.65532573396798e-05	7.21397237536863e-05	0.000153395977716542	0	3.68469943460746e-05	0	0.000257930024045066	0	0	0	6.76363428189883e-05	0	0.000379643869689253	0.000275425070937224	0	0	8.00379468925572e-05	0.00148918577249431	0	5.09758160374437e-05	0.000125192024197846	0	0	0.000211879005462305	9.9570779131171e-05	0	0	0	0.000865515453420424	0.000296219528629125	0.000157468643042997	0	0.000795128129304739	0.000168328953428314	9.88427565395635e-05	0	0.000110310506569757	6.96351485363552e-05	0	0	0	0	6.44194236680792e-05	0	0.000222799837279189	0.000139161759143797	6.91112450862828e-05	0.000271581162080121	0	0.00331271659648407	0	6.62670393213447e-05
motu_linkage_group_519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135047027388005	0	0	0	0	0	0	0	0	0	0	0	5.15480347162996e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104751702279872	0	0	0	0	0	0	0	4.60714705510251e-05	0	0	0	0	0.000384190533757329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_52	0	0.0128455968344542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000591352096077458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_520	0	0.000188241454197746	0.00112616141775278	3.83918526580606e-05	5.44347366468453e-05	0	0.000584147929692736	0.000161435084930815	0.000602418273755547	0.000474221480949889	0	0	0	7.2944908627841e-05	0.00124891477145945	0.000305451375025914	0.00059778507162173	0.000370622769310647	0.000228268935000479	0.00104367096794966	0	0.000495517075805825	6.11238949239343e-05	0.00283483623264118	0.0157620044140263	5.38821908637899e-05	0.000505217116019621	0.000477608325610088	0	0.00814729133086562	0.00118129077391344	0	0.00073568375369542	0.000636938218725516	0.000215671695595202	0	0.0014428866489766	0.000475552036948045	0.000897657027362365	0.000457592850579556	0.000812314069334818	0	0	0.000110576911158934	0.0479966478102165	0	0	0.00124033390606117	0.000282191932530132	0.000145636664034042	0.000544613252480768	0.000269793746134567	6.11892757039555e-05	0.00105204175688032	0.00480519548406354	6.31884380741587e-05	0.000263700703636294	0	0.00426229887069277	0.0161447329795603	0.00209083618180849	9.81896857692314e-05	0.000141929778288307	0.00239147861653423	0.000179549548005054	0.000150778952214376	0.000131330442340368	0.000354251211346476	0.0107652769801993	0.000173218008201807	0	0.000786878905032942	0.000246725647529914	8.66744463680182e-05	0.00942540393444736	0.000188893029259203	0.000292357913391011	0.000377785577553794	0.000123600684119977	0.00379394624557173	6.02651817658556e-05	0	8.19296465827917e-05	0.000132751787524067	9.93221274722311e-05	0.00119901353677918	0	0	0	8.82277518892527e-05	0	0.00027635245759556	0.000580294978675311	6.85126626369707e-05	0	0.000326275711557059	0.000179507947401685	0.0114485782944941	0	0	0.000957208054226445	0.000664237579568605	0.000109158560245275	0.000964901915315829	0.000307527061922625	4.81078510625492e-05	0.00151907931791582	0.000268083610437457	0	7.93623490183885e-05	4.54026440276367e-05	0.000374386129533203	0	0.0060878787979385	0.000135160720397339	0.00418096954744111	0.000266597575766212	0.0063459863146328	0.00029490501099959	0.000204715824335921	0	8.78602280351676e-05	0	0.000344168780497642	0.000449146708059491	0.000128626944103141	0.000481354557550896	0	0	0	0.00155290873825086	0	0.000120606857924624	0.000202150391877377	0.000554801516820819	0	4.43008162977068e-05	0	0.000352540649189553
motu_linkage_group_521	0.000426766981199074	0	0.000400541947551247	8.15826868983787e-05	0.0244992604735235	5.59255192353719e-05	0	0	0.00088324483746114	0	0	0	0	0.000714860104552842	0	0	0	0.00155469031801739	0.00281531686500591	0	0	0	0.00128604674919958	0	0	0	0	0.000863759737805478	0.000435613951079851	0	0	0	0	0	4.95797001368281e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11005838715936e-05	0	0	0	0	0	0	0	0	0	0.000112537012726157	0	0	0	0	0.000106046451790485	0	0	0	0	0.000505318741168029	0	7.75250152741814e-05	0	0	0	0	0	0	0	0	0	0	0	0.000106201430019254	0	0	0	7.75887622327996e-05	0	0.000378978297887926	0.00135467132323603	3.68469943460746e-05	0	0.000431629774612915	0	0	0	0	0	0.00124281218440031	0	0	0	4.44655260514207e-05	0	0	0	0	0	0	0	0.000146037142725717	0	0	0	0	0	0	0	0	0	7.41320674046726e-05	0	0	0	0	0	0	0	0	0	0.00129836605174447	0.00112721024906476	0.00301152250463477	0	0	0	0.000215618483341191	5.41180821124315e-05
motu_linkage_group_525	0.000466466235264104	9.41207270988731e-05	0	0.000744801941566375	0.00176005648491466	0	0	0.000301054617843952	0.000460495171667774	0.00161090503070764	0	0	0	0.000127653590098722	0	0	0	0.000399502465620568	0.000594450351563748	0	0	0.00202600577792529	0.00127137701441783	0	0	0.000307898233507371	0.00137559115747917	0	0	0	0	0	0	0.000272109682050458	0.00128021868567595	0	0	0	0	8.07516795140394e-05	0	0.000731853837369139	0	0	0	0	0	0.000294361876303622	0	0	0	5.64684584932814e-05	0.000256994957956613	0	0	0.000112335001020727	0.00015981860826442	0	0	0	0	0.00209750496394685	0.000235197918306337	0.00117187754823517	0.000328239017446739	0.00011168811275139	0	0.000234262897825895	0	0.000391660422485858	0	0	0.00687960823730685	0	0	0	3.56534040720745e-05	0	0.000623889167462741	0	3.76657386036598e-05	0	0	0.00291168920636121	0.000359087691630374	0	0	0	0.000405785946114486	0.00082111964542384	0.000247078417445566	0	0	0.000149115795151054	0	0.000168499193761861	0	0	0.00221326761862654	0	0	4.71759644579975e-05	0	0.000266793156308524	0	0.000376844833323302	0.00346125790894243	9.435655025749e-05	0.000382650316578787	0	0.00113506610069092	0	0	0.0010112977981174	0.00652874551205004	0	3.80853679666017e-05	0	0	0.000183947552301843	0	0.00199332892354786	0	0	0	0	0	0	0	0	0	0	0	0.0120046232714873	0	0	0.00013290244889312	0	0
motu_linkage_group_528	0	0	0	0	0	0	0	0	0	5.63112869660598e-05	0	0	0	0.000226939715731061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00908626275694553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0289575233432283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000385696480632896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_529	0	0	4.83746313467689e-05	0.00351285451821254	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00560747436684291	0	0	0	0.00318383960201674	0	0	0	0	0.00325639943097795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000682417508866563	0	4.12384277730397e-05	0	0	0	0	0	0	0	0	0	0	9.58911649586522e-05	0	0	0.000221827765469829	0	0	0	0	0.000181793917355117	0	0	0	0	0	0	0	0	0.000452040574134741	0	7.23980251516109e-05	0	0	0	0.0052666761779582	0	0	0	0	0	0	0	0	0.000130252278999711	0	0	0	0	0.00192238471046088	0	0	0	0	0	0	0	0	0	0	0.00280905316263652	0	0	0	0.00085083423333401	0	0.000208852162527129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319142061371596
motu_linkage_group_531	0	0.00306026821252907	0	0	0	0	0	0	0	0	0	0	0	0.00220938905940095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255317216616031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02103837893773e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397535681899468	0	0	0	0	0.000576803192559893	0	0.00164115003915946	0	0	0.000177002383365423	0	0	0	0	0	0.00282429064854574	0	0	0	0	0	0.000643360557999835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024701212248024	0	0	0	0	0	0
motu_linkage_group_532	0	0.000389032338675342	0	0.0076357129175476	0	0	0	0.000593383014880833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255418088538226	0	0	0	0	0	0.000244672912450246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02596507381253e-05	0	0.000342823752915944	0	0	0	0.00296748530688395	0	0	0	0	0	0	0	0	0.000583818948356726	0	0	0.00418905640631501	0	0	0	0	0	0	0	0	0	0	0	0	0	6.76363428189883e-05	0	0	0	0	0	0	0	0.00323391665476025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
